Phrase en Anglais;Phrase en Français;Unnamed: 2
46 1${prompt};nan;
46 2${prompt};nan;
46 3${prompt};nan;
46 4${prompt};nan;
46 5${prompt};nan;
46 6${prompt};nan;
46 7${prompt};nan;
46 8${prompt};nan;
46 9${prompt};nan;
46 10${prompt};nan;
46 11${prompt};nan;
46 12${prompt};nan;
46 13${prompt};nan;
46 14${prompt};nan;
46 15${prompt};nan;
47 1${prompt};nan;
47 2${prompt};nan;
47 3${prompt};nan;
47 4${prompt};nan;
47 5${prompt};nan;
47 6${prompt};nan;
47 7${prompt};nan;
47 8${prompt};nan;
47 9${prompt};nan;
47 10${prompt};nan;
47 11${prompt};nan;
47 12${prompt};nan;
47 13${prompt};nan;
47 14${prompt};nan;
47 15${prompt};nan;
48 1${prompt};nan;
48 2${prompt};nan;
48 3${prompt};nan;
48 4${prompt};nan;
48 5${prompt};nan;
48 6${prompt};nan;
48 7${prompt};nan;
48 8${prompt};nan;
48 9${prompt};nan;
48 10${prompt};nan;
48 11${prompt};nan;
48 12${prompt};nan;
48 13${prompt};nan;
48 14${prompt};nan;
48 15${prompt};nan;
I am a Voidwatch officer dispatched here by the ${choice: 0}[Grand Duchy of Jeuno/Allied Forces of Altana].;nan;
My duty is to recruit able-bodied soldiers to assist in repelling the Voidwalker threat.${prompt};nan;
I beseech you, friend. Lend your aid to our cause, lest our fair Vana'diel be engulfed in fire and brimstone.${prompt};nan;
What will you do?;nan;
${selection-lines};nan;
Nothing for now.;nan;
Ask a bunch of questions.;nan;
Participate in Voidwatch Ops.;nan;
Request debriefing.;nan;
Request ${keyitem-singular: 0[2]}.;nan;
Check ${color: 5}voidstone${color: 1} stock.;nan;
Request reward issuance.${prompt};nan;
While I commend your enthusiasm, only those who possess ${keyitem-article: 0[2]} may participate in Voidwatch Ops.${prompt};nan;
The ${keyitem-singular: 0[2]} is considered proof of one's valor and prowess, and is awarded only to those who have distinguished themselves in the three nations.${prompt};nan;
Enlisted in ${choice: 0}[San d'Oria/Bastok/Windurst]'s armed forces, you say?${wait-36: 2};nan;
Hmm... There appears to be no record of your service there.${prompt};nan;
I'm sorry, but only those with military affiliation may participate in Voidwatch Ops.${prompt};nan;
While your enthusiasm is heartening, the Voidwatch requires men and women of tested steel.;nan;
Come back again once you have proven your worth.${prompt};nan;
${color-alt: 121}You must be at least level ${number: 0} to participate in Voidwatch.;nan;
Have a mind to lend us your aid? Splendid!${prompt};nan;
I see you've yet to be issued ${keyitem-article: 0[2]}.;nan;
Here, take this and keep it on your person at all times.${prompt};nan;
Stratum abyssite is needed to do battle with a Voidwalker at one of the many planar rifts that have manifested across the land.${prompt};nan;
You can't simply use one wherever you like, mind you, for each stone is attuned only to rifts found in a certain region, or “jurisdiction.”${prompt};nan;
Undertaking a Voidwatch operation in a specific jurisdiction requires that you obtain the corresponding stone from the presiding Voidwatch officer.${prompt};nan;
While these stones are capable of rendering Voidwalkers visible to their bearers, their powers can only be tapped when used in conjunction with ${keyitem-article: 0[2]}.${prompt};nan;
Operations are presently underway at ${choice: 0}[East Ronfaure/East Ronfaure/Ordelle's Caves/the Jugner Forest/the Jugner Forest/King Ranperre's Tomb/West Ronfaure/La Theine Plateau/Vunkerl Inlet]. While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
Operations are presently underway at ${choice: 0}[North Gustaberg/North Gustaberg/the Gusgen Mines/the Pashhow Marshlands/the Pashhow Marshlands/Dangruf Wadi/South Gustaberg/the Konschtat Highlands/Grauberg]. While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
Operations are presently underway at ${choice: 0}[West Sarutabaruta/West Sarutabaruta/the Maze of Shakhrami/the Meriphataud Mountains/the Meriphataud Mountains/the Outer Horutoto Ruins/East Sarutabaruta/Tahrongi Canyon/Fort Karugo-Narugo]. While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
It would seem some other requirement exists besides the usual ${keyitem-singular: 0[2]} and ${keyitem-singular: 1[2]}.${prompt};nan;
Rest assured, you will be apprised of this information as soon as we acquire it.${prompt};nan;
At this time, we request your participation in the operation at ${choice: 0}[East Ronfaure/East Ronfaure/Ordelle's Caves/the Jugner Forest/the Jugner Forest/King Ranperre's Tomb/West Ronfaure/La Theine Plateau/Vunkerl Inlet].${prompt};nan;
At this time, we request your participation in the operation at ${choice: 0}[North Gustaberg/North Gustaberg/the Gusgen Mines/the Pashhow Marshlands/the Pashhow Marshlands/Dangruf Wadi/South Gustaberg/the Konschtat Highlands/Grauberg].${prompt};nan;
At this time, we request your participation in the operation at ${choice: 0}[West Sarutabaruta/West Sarutabaruta/the Maze of Shakhrami/the Meriphataud Mountains/the Meriphataud Mountains/the Outer Horutoto Ruins/East Sarutabaruta/Tahrongi Canyon/Fort Karugo-Narugo].${prompt};nan;
When you engage in battle with a Voidwalker, you do so as a “Voidwatcher”--a defender of our dimension.;nan;
The rules of such engagements are unlike any other, and I counsel you to proceed prepared and with all caution.${prompt};nan;
Now, go and do Vana'diel proud!${prompt};nan;
Ah, there's one thing that should be of interest to you.${prompt};nan;
The ${keyitem-singular: 0[2]} you possess--our researchers have discovered a most intriguing property about it.${prompt};nan;
You see, this particular variety of abyssite is known to absorb the energy released by felled Voidwalkers. Not any of the creatures, mind you, but only those drawn to planar rifts.${prompt};nan;
Absorbing this energy causes the abyssite to evolve, or more accurately, makes it attuned to other planar rifts.;nan;
This, of course, translates to an expanded sphere of Voidwatch Ops in which the bearer may participate.${prompt};nan;
${choice: 1}[Operations are set to commence at/Operations are currently underway at] ${choice: 0}[East Ronfaure/East Ronfaure/Ordelle's Caves/the Jugner Forest/the Jugner Forest/King Ranperre's Tomb/West Ronfaure/La Theine Plateau/Vunkerl Inlet]. Your presence there would be of tremendous aid to our efforts.${prompt};nan;
${choice: 1}[Operations are set to commence at/Operations are currently underway at] ${choice: 0}[North Gustaberg/North Gustaberg/the Gusgen Mines/the Pashhow Marshlands/the Pashhow Marshlands/Dangruf Wadi/South Gustaberg/Konschtat Highlands/Grauberg]. Your presence there would be of tremendous aid to our efforts.${prompt};nan;
${choice: 1}[Operations are set to commence at/Operations are currently underway at] ${choice: 0}[West Sarutabaruta/West Sarutabaruta/the Maze of Shakhrami/the Meriphataud Mountains/the Meriphataud Mountains/the Outer Horutoto Ruins/East Sarutabaruta/Tahrongi Canyon/Fort Karugo-Narugo]. Your presence there would be of tremendous aid to our efforts.${prompt};nan;
Operations are currently underway ${choice: 0}[in the greater Jeuno region/in the three nations].;nan;
Your presence there would be of tremendous aid to our efforts.${prompt};nan;
Ah, I daresay your ${keyitem-singular: 0[2]} has undergone change!${prompt};nan;
How many would you like?;nan;
${selection-lines};nan;
None.;nan;
Just one.;nan;
Fill me up!${prompt};nan;
Here is your additional ${keyitem-singular: 0[2]} allocation.;nan;
Make each and every one count, you hear?${prompt};nan;
It appears you already possess the maximum allocation of ${number: 0} stones.;nan;
I'm not authorized to provision you with more.${prompt};nan;
I'm afraid we're out of stock. The next shipment is expected to arrive in ${number: 0} ${choice-plurality: 0}[minute/minutes] (Earth time).${prompt};nan;
Obtained key item: ${number: 1} ${keyitem-plural: 0[2]}!${prompt};nan;
Obtained key item: ${number: 1} ${keyitem-singular: 0[2]}!${prompt};nan;
Your outstanding allocation of ${keyitem-plural: 0[2]}?;nan;
My records tell me you have ${number: 1} to your name.${prompt};nan;
Exchange for what? (Cruor: ${number: 0});nan;
${selection-lines};nan;
Nothing right now.;nan;
${lettercase: 1}${item-singular: 1[2]}: ${number: 2}.;nan;
${lettercase: 1}${item-singular: 3[2]}: ${number: 4}.;nan;
${lettercase: 1}${item-singular: 5[2]}: ${number: 6}.;nan;
${lettercase: 1}${item-singular: 7[2]}: ${number: 8}.;nan;
${lettercase: 1}${item-singular: 9[2]}: ${number: 10}.;nan;
${lettercase: 1}${item-singular: 11[2]}: ${number: 12}.;nan;
${lettercase: 1}${item-singular: 13[2]}: ${number: 14}.;nan;
${lettercase: 1}${item-singular: 15[2]}: ${number: 16}.;nan;
${lettercase: 1}${keyitem-singular: 17[2]}: ${number: 18}.;nan;
${lettercase: 1}${keyitem-singular: 19[2]}: ${number: 20}.;nan;
${lettercase: 1}${keyitem-singular: 21[2]}: ${number: 22}.;nan;
${lettercase: 1}${keyitem-singular: 23[2]}: ${number: 24}.;nan;
${lettercase: 1}${keyitem-singular: 25[2]}: ${number: 26}.;nan;
${lettercase: 1}${keyitem-singular: 27[2]}: ${number: 28}.;nan;
${lettercase: 1}${keyitem-singular: 29[2]}: ${number: 30}.;nan;
${lettercase: 1}${keyitem-singular: 31[2]}: ${number: 32}.${prompt};nan;
${number: 1} cruor is required for ${article} ${item-article: 0[2]}.${prompt};nan;
${number: 1} cruor is required for the ${keyitem-singular: 0[2]}.${prompt};nan;
Proceed? (Required Cruor: ${number: 0});nan;
${selection-lines};nan;
Yes.;nan;
No.${prompt};nan;
It seems you do not have enough cruor.${prompt};nan;
${name-player} hands over ${number: 0} cruor in exchange for ${article} ${item-article: 1[2]}!${prompt};nan;
${name-player} hands over ${number: 0} cruor in exchange for the ${keyitem-singular: 1[2]}!${prompt};nan;
Hm? It seems you already possess ${keyitem-article: 0[2]}.;nan;
In that case, you won't be needing another.${prompt};nan;
This periapt allows the bearer to infuse an additional atmacite for each one possessed.${prompt};nan;
This periapt grants the bearer heightened insight into Voidwalker weaknesses against weapon skills and abilities.${prompt};nan;
This periapt grants the bearer heightened insight into Voidwalker weaknesses against magic.${prompt};nan;
This periapt enhances the effect granted by a periapt of guidance.${prompt};nan;
This periapt enhances the effect granted by a periapt of percipience.${prompt};nan;
A bewitching light shines forth from within the crystallized walls of this fragment ripped from a Voidwalker, as if beckoning its bearer to come hither.${prompt};nan;
A tantalizing light shines forth from within the crystallized walls of this fragment ripped from a Voidwalker, as if appealing to its bearer's most ardent desires.${prompt};nan;
A crazed light shines forth from within the crystallized walls of this fragment ripped from a Voidwalker, as if seeking to breach the bearer's last bastion of sanity.${prompt};nan;
What will you ask about?;nan;
${selection-lines};nan;
Nothing.;nan;
The Voidwalker threat.;nan;
How I can do my part.;nan;
The Voidwatch.;nan;
Voidwatchers.;nan;
Ascent items.;nan;
Riftworn pyxides.;nan;
${lettercase: 1}${keyitem-plural: 0[2]}.;nan;
Stratum abyssite.;nan;
Planar rifts.;nan;
Cruor.;nan;
Abyssite.;nan;
Voidstone consumption.${prompt};nan;
“Voidwalker” is the name given to creatures that roam the realm between worlds.${prompt};nan;
Little is known about them at this time, except that they're driven by an insatiable lust for destruction.${prompt};nan;
While reports of Voidwalker encounters vary greatly in content, one thing is certain: the creatures are gaining in strength, a mounting threat that cannot be left unchecked.${prompt};nan;
In our effort to neutralize the Voidwalker menace, the Voidwatch is petitioning adventurers to lend their aid.${prompt};nan;
As the nature of Voidwalker battles renders full-scale military operations unfeasible, we have chosen to stake our success on the mobility and versatility of adventurers.${prompt};nan;
In our effort to neutralize the Voidwalker menace, the Voidwatch is petitioning soldiers of the Allied Forces to lend their aid.${prompt};nan;
To be sure, there're those who question the wisdom of thinning our ranks in the face of the Shadow Lord's armies. But I assure you, friend, the Voidwalker threat is no less real.${prompt};nan;
Our scouts regularly bring back intel on locations of suspected Voidwalker presence.${prompt};nan;
Armed with this information, we dispatch strike teams to preemptively neutralize the threat.${prompt};nan;
Ordinarily, Voidwalkers cannot be seen, let alone fought.;nan;
Only by using the voidstone's power can we force them to feel the sting of our steel.${prompt};nan;
These magicked stones are distributed in regular shipments from our Jeuno-based research team.;nan;
They're the bare minimum we need to have a fighting chance against the enemy.${prompt};nan;
Voidstones work by realigning your existential spectrum to match that of Voidwalkers, thus rendering the creatures visible to you.${prompt};nan;
The stones are highly prized, such is the difficulty of their creation. As such, supplies are limited to ${number: 0} stones per person at any given time.${prompt};nan;
That's provided we have any in stock at all. Much time is required in imbuing them with requisite powers.${prompt};nan;
The Voidwatch is an organization that exists for the sole purpose of protecting the world from extradimensional invaders we call “Voidwalkers.”${prompt};nan;
Recognizing the graveness of this threat, the nations of the Middle Lands joined together in common cause and formed the Voidwatch.${prompt};nan;
Helming the organization is the Grand Duchy of Jeuno, with the remaining three nations contributing resources for its operation.${prompt};nan;
Possession of ${keyitem-article: 0[2]} is a requirement for participating in Voidwatch Ops.${prompt};nan;
It can be earned only through loyal service to your nation, and thus serves as a testimonial for your prowess.${prompt};nan;
You would do well to obtain one if you haven't already done so.${prompt};nan;
Affiliation with the Allied Forces of Altana is a requirement for participating in Voidwatch Ops.${prompt};nan;
In other words, you must belong to the armed forces of one of the three nations.${prompt};nan;
The enlistment procedure varies depending on nation. Those wishing to obtain a recommendation letter should pay visit to one of the military encampments surrounding Jeuno.${prompt};nan;
When you battle a Voidwalker, you must do so as a “Voidwatcher”--a defender of the dimension who has harnessed the powers of the voidstone and stratum abyssite.${prompt};nan;
Bereft of these two objects, Voidwalkers cannot be seen, let alone fought.${prompt};nan;
However, there are a few points all budding Voidwatchers should bear in mind.${prompt};nan;
Most crucial of all, the extradimensional nature of being a Voidwatcher renders you isolated and unable to receive help from the outside world.${prompt};nan;
Scientists attribute this to the dimensional misalignment that occurs. As people are ordinarily unable to see Voidwalkers, so too are they unable to see you.${prompt};nan;
But you needn't concern yourself with the hows and whys of such matters. It would behoove you far more to become familiar with the workings of the “existential spectrum.”${prompt};nan;
You see, each dimension is composed of an existential spectrum to which all things within are aligned.;nan;
In turn, the spectrum is formed of five lights: blue, red, yellow, green, and white.${prompt};nan;
The alignment of these lights between Voidwalker and Voidwatcher plays an important role in our efforts.${prompt};nan;
To elaborate, the act of rendering a Voidwalker visible is essentially an act of aligning ourselves to its existential spectrum.${prompt};nan;
Now, while Voidwatchers are able to, for all practical purposes, interact with these creatures, they in fact fall short of full alignment. Symptoms of this imperfect state can be observed in the limited quantity and quality of spoils normally yielded by Voidwalkers.${prompt};nan;
Compensating measures, however, have been developed to allow combatants to more closely attune themselves with their extradimensional foe.${prompt};nan;
One such method involves the use of alignment-enhancing artifacts known as “ascent items,” while another entails performing certain actions against the enemy.${prompt};nan;
Both methods aim to manipulate the alignment value of individual lights to various ends.${prompt};nan;
All five lights influence the contents of the treasure chest which appears at the successful end of battle.${prompt};nan;
Our researchers have succeeded in determining what manner of benefits are associated with each light.${prompt};nan;
For instance, improving blue spectral alignment is known to produce greater quantities of spoils.${prompt};nan;
In contrast, manipulating red spectral alignment reportedly enhances the quality of individual items--potions becoming hi-potions, and so forth.${prompt};nan;
Yellow and green, on the other hand, influence experience gain and cruor yield respectively.${prompt};nan;
If you wish to know more about the curious red substance we call cruor, you need but ask.${prompt};nan;
Lastly, we have white spectral alignment, which is unique even in this company.;nan;
It has been determined to affect the appearance of transdimensional objects such as atmacite and periapt.${prompt};nan;
Research regarding these artifacts is still ongoing.${prompt};nan;
Lastly, be reassured that there're no known negative effects of manipulating spectral alignment. We unreservedly encourage all Voidwatch operatives to endeavor towards maximum alignment.${prompt};nan;
Ascent items are unique objects that can be used to manipulate the spectral alignment of corresponding lights in the existential spectrum.${prompt};nan;
${lettercase: 1}${item-plural: 0[2]} and ${item-plural: 1[2]} are representative of such items.;nan;
They're the pride and joy of our Jeuno-based research team, who'd have folk believe they're the greatest inventions since airships.${prompt};nan;
(Just between you and me, though, it is Far Eastern scientists that pioneered the technology they're based upon.)${prompt};nan;
They're not the only means by which we manipulate spectral alignment, mind you. Similar results can be achieved by performing specific actions against the enemy.${prompt};nan;
Truth be told, much is still shrouded in mystery. What actions will produce the desired effect is something you will have to discover for yourself through trial and error.${prompt};nan;
Defeating a Voidwalker will cause a mysterious pyxis to emerge at the selfsame planar rift whence the creature was felled.${prompt};nan;
Such riftworn pyxides exhibit a most peculiar characteristic: the content they bear reportedly changes depending on who glimpses within.${prompt};nan;
Our scientists conjecture that this is due to some trick of spectral alignment. As with numerous other mysteries surrounding Voidwalkers, however, I highly doubt they have even an inkling of understanding.;nan;
But I digress...${prompt};nan;
Only one combatant need possess a voidstone for all party or alliance members to do battle with a Voidwalker. Of the other squad members only stratum abyssite is required.${prompt};nan;
As always seems to be the case, however, there is a catch.;nan;
Pyxides have been observed to yield less spoils for combatants without a voidstone of their own.${prompt};nan;
It scarce needs be said, but it would be to your benefit to have both the aforementioned items readied before taking on a Voidwalker.${prompt};nan;
Lastly, a warning: pyxides will eventually vanish if left untouched overlong.;nan;
Our scientists have put forth the theory of normalizing spatial dissonance, but you needn't concern yourself with their mumbo-jumbo.${prompt};nan;
Just see to it that your hard-earned spoils are claimed in good time, and things will be rosy for all involved.${prompt};nan;
The ${keyitem-singular: 0[2]} is a magicked object produced by the Voidwatch's Jeuno-based research wing.${prompt};nan;
Its innocuous appearance belies the immense power it holds...the power to render Voidwalkers visible to its bearer.${prompt};nan;
The stone achieves this feat by realigning our existential spectrum to that of the creature.${prompt};nan;
I shall explain the process in layman's terms for your benefit. No need to thank me--I merely perform my duty.${prompt};nan;
I want you to visualize two canvases, each the same distance from the other. Yes, as two separate objects are normally wont to be.${prompt};nan;
Imagine you and I standing on one of the canvases--what else does one do with a canvas but stand on it, yes?${prompt};nan;
Now, imagine Voidwalkers standing on the other canvas, doing whatever it is Voidwalkers do. Destroying things and behaving with utter impropriety, no doubt.${prompt};nan;
Being on two different canvases, it follows that we cannot touch the Voidwalkers, let alone see them.;nan;
Actually, that doesn't explain why we can't see the Voidwalkers...unless it's a magical canvas they're on that makes all things upon it invisible! Yes, that'll serve!${prompt};nan;
And this brings us full circle back to the voidstone. I want you to think of it as a magical paintbrush that we use to...grapple ourselves over to the Voidwalkers' canvas. Thence the fighting begins.${prompt};nan;
I trust you now have a rudimentary understanding of the process. That's all you need, really.;nan;
Leave the fractal geometry to the fractal geometrists, I always say.${prompt};nan;
As long as you remember the canvas and the paintbrush--that's the voidstone--you cannot go astray.;nan;
Now, to apprise you of more practical matters...${prompt};nan;
Twenty hours (Earth time) is required to produce a stone and imbue it with the necessary magicks, although word is that this may be shortened as research progresses.${prompt};nan;
Mind you, this isn't the only variety of stone you'll be needing.;nan;
There exists another: stratum abyssite.${prompt};nan;
Whereas the voidstone serves as a power source, acting as a compass for channeling that power is stratum abyssite.;nan;
Only by using the two in conjunction can we achieve our objectives.${prompt};nan;
Are you familiar with ${color: 5}voiddust${color: 1}?;nan;
Put simply, it is a granular substance from which voidstones may be fabricated.${prompt};nan;
As I explained, significant time is required to produce a voidstone from scratch.;nan;
Provide me with voiddust, however, and I can fashion a stone for you in short order.${prompt};nan;
The same comrades of ours who stock ascent items may also furnish you with voiddust.;nan;
Why do they not fabricate the stones themselves, or deliver the dust directly to me?;nan;
Shush! The Voidwatch works in mysterious ways, and it would behoove you to inquire no further.${prompt};nan;
At any rate, should you manage to obtain any ${color: 5}voiddust${color: 1} in your travels, you need only return here and trade it to me.;nan;
Simple enough, wouldn't you say?${prompt};nan;
Furthermore, this particular variety of abyssite is known to absorb the energy released by felled Voidwalkers. Not any of the creatures, mind you, but only those drawn to planar rifts.${prompt};nan;
Based on the evolutionary state of your stratum abyssite, the Voidwatch will direct you to a suitable operation area.${prompt};nan;
If you wish to have your stone analyzed, simply present it to an atma refiner.${prompt};nan;
Planar rifts--weak points in the fabric of space--have manifested across the land.;nan;
The Voidwalker hordes roam beyond, unchecked and ever seeking to enter and plunge Vana'diel into chaos.${prompt};nan;
By invoking the power of stratum abyssite, it is possible to battle the fell creatures as a “Voidwatcher”--a defender of our dimension.${prompt};nan;
Those also possessed of a voidstone will find their Voidwatcher experience greatly enhanced.${prompt};nan;
"Alone, however, stratum abyssite serves no purpose; only when used in conjunction with a voidstone can its powers be unleashed.${prompt}";nan;
Hence, at least one member of your squad--be it party or alliance--must possess a voidstone in order to arrange a confrontation with a Voidwalker.${prompt};nan;
Keep this fact in mind at all times.${prompt};nan;
It is not known when the planar rifts first manifested. Some say they've always been there, while others claim recent events have triggered their appearance.${prompt};nan;
If only we could return to the past, perhaps we could shed some light upon this mystery...${prompt};nan;
Obtainable by defeating Voidwalkers, cruor is an energy source that takes the form of shiny red granules.${prompt};nan;
While appearing to be some manner of mineral, detailed analysis has revealed that cruor is in fact organic.${prompt};nan;
As far as our researchers can tell, however, it's inanimate like most well-behaved plants.;nan;
There's no fear of cruor suddenly springing to life in your palms.${prompt};nan;
Being supremely pleasing to the eyes, cruor might have adorned the display cases of many a jewelry shop during peacetime. Unfortunately, the age demands that its unique properties be put to more practical uses.${prompt};nan;
Namely, the infusion and enrichment of atmacite.;nan;
If you wish to learn about these two processes, you need but ask an atmacite refiner, our experts on such matters.${prompt};nan;
As cruor is a vital aspect of our operations, the Voidwatch is always looking to procure more. Should you have any excess cruor, we would be glad to take it off your hands and offer you useful items in exchange.${prompt};nan;
Abyssite is the name given to a mysterious stone that assumes various forms and colors, the roles they serve likewise manifold in nature.${prompt};nan;
Of the copious varieties thus far discovered, there exist those called “periapt”--lucky charms that grant myriad beneficial effects ranging from improved vitality to general upturns in fortune.${prompt};nan;
Defeating a Voidwalker is known to yield periapt on very rare occasions. Serve the Voidwatch earnestly, however, and you will surely have one to call your own.${prompt};nan;
Select where voidstones will be consumed from.${prompt};nan;
Set to which?;nan;
${selection-lines};nan;
Key items.;nan;
Stock.${prompt};nan;
Voidstones will now be taken from ${choice: 0}[your key items/the stock].${prompt};nan;
Brought me ${color: 5}voiddust${color: 1}, have you?;nan;
Just one moment, now...${wait-36: 1} And here is your voidstone!;nan;
Take it and use it well.${prompt};nan;
Brought me ${color: 5}voiddust${color: 1}, have you?;nan;
Just one moment, now...${wait-36: 1} And here are your voidstones!;nan;
Take them and use them well.${prompt};nan;
It seems you already possess as many voidstones as you can carry.;nan;
You'll want to hold on to that ${color: 5}voiddust${color: 1} until you've depleted your supply.${prompt};nan;
How many do you need? (Cruor: ${number: 0});nan;
${selection-lines};nan;
None, thank you.;nan;
One (${number: 1} cruor).;nan;
Three (${number: 2} cruor).;nan;
Six (${number: 3} cruor).;nan;
Nine (${number: 4} cruor).;nan;
Twelve (${number: 5} cruor).${prompt};nan;
${name-player} obtains one ${item-singular: 1[2]} in exchange for ${number: 0} cruor.${prompt};nan;
${name-player} obtains ${number: 2} ${item-plural: 1[2]} in exchange for ${number: 0} cruor.${prompt};nan;
Voidwatch debug menu.;nan;
${selection-lines};nan;
Exit.;nan;
Alter participation status.;nan;
Alter jurisdiction.;nan;
Alter stratum.;nan;
Alter abyssite receipt level.${prompt};nan;
参加に変更${prompt};nan;
Jurisdiction menu.;nan;
${selection-lines};nan;
Back to the top.;nan;
San d'Oria.;nan;
Bastok.;nan;
Windurst.;nan;
Past San d'Oria.;nan;
Past Bastok.;nan;
Past Windurst.;nan;
Batallia Downs.;nan;
Rolanberry Fields.;nan;
Sauromugue Champaign.;nan;
Past Batallia.;nan;
Past Rolanberry.;nan;
Past Sauromugue.;nan;
Qufim.${prompt};nan;
Jurisdiction changed to ${choice: 0}[San d'Oria/Bastok/Windurst/Past San d'Oria/Past Bastok/Past Windurst/Batallia/Rolanberry/Sauromugue/Past Batallia/Past Rolanberry/Past Sauromugue].${prompt};nan;
Stratum menu.;nan;
${selection-lines};nan;
Back to the top.;nan;
Stage 1.;nan;
Stage 2.;nan;
Stage 3.;nan;
Stage 4.${prompt};nan;
Stratum changed to ${choice: 0}[Stage 1/Stage 2/Stage 3/Stage 4].${prompt};nan;
Abyssite receipt level.;nan;
${selection-lines};nan;
Back to the top.;nan;
1st time.;nan;
2nd time and onwards;nan;
Abyssite evolution.;nan;
2nd abyssite evolution and onwards.${prompt};nan;
Level changed to ${choice: 0}[1st time/2nd time and onwards/Abyssite evolution/2nd abyssite evolution and onwards].${prompt};nan;
At attention, soldier!;nan;
I've received an urgent alarum calling our best men to arms, and guess whose name is listed front and center?;nan;
You're to report to Jeuno for further orders immediately.${prompt};nan;
Do we have a misunderstanding here, soldier?;nan;
I said, “immediately.” You'll get your briefing at the palace, not from me.;nan;
Pick up those legs and get a move on!${prompt};nan;
Do we have a misunderstanding here, soldier?;nan;
I said, “immediately.” You'll get your briefing at the palace, not from me.${prompt};nan;
That said, in these times of war, entry to the Grand Duchy is limited to authorized personnel.;nan;
Show your alarum at the bulwark gate in Sauromugue and one of our men will see you through.${prompt};nan;
Time is short, so pick up those legs and get a move on, soldier!${prompt};nan;
That said, in these times of war, entry to the Grand Duchy is limited to authorized personnel.;nan;
Show your alarum at the bulwark gate just over there and one of our men will see you through.${prompt};nan;
Excellent work, ${name-player}. You serve the Voidwatch well.;nan;
Your presence has been requested in the Grand Duchy once more.;nan;
Make your way there with all speed.${prompt};nan;
As before, a full briefing will be conducted upon your arrival at the palace.${prompt};nan;
That is all.;nan;
You're dismissed, soldier!${prompt};nan;
As before, a full briefing will be conducted upon your arrival at the palace.;nan;
Show your alarum at the bulwark gate at Sauromugue and one of our men will see you through the checkpoint.${prompt};nan;
That is all.;nan;
You're dismissed, soldier!${prompt};nan;
As before, a full briefing will be conducted upon your arrival at the palace.;nan;
Show your alarum at the bulwark gate over there and one of our men will see you through the checkpoint.${prompt};nan;
Where's your ${keyitem-singular: 0[2]}, soldier?;nan;
I'll need to see one before I can authorize your participation in the ${choice: 1}[Jeuno/Qufim] Voidwatch jurisdiction.${prompt};nan;
${lettercase: 1}${keyitem-plural: 0[2]} are issued only to those brave men and women who have distinguished themselves in regional Voidwatch efforts.${prompt};nan;
Prove yourself capable in the three nations, and you can rest assured that your abilities won't go overlooked.;nan;
Keep fighting the good fight, soldier!${prompt};nan;
Reporting for combat, are you?;nan;
Yes, this ${keyitem-singular: 0[2]} of yours appears to be in order.;nan;
Welcome aboard!${prompt};nan;
I suspect you've already been briefed about the use of ${keyitem-singular: 0[2]}, but protocol dictates that I ask if you are in need of a review.;nan;
What will it be, soldier?${prompt};nan;
What will it be, soldier?;nan;
${selection-lines};nan;
Ready for battle, sir!;nan;
I need a briefing, sir!${prompt};nan;
Now that's what I like to hear, soldier!${prompt};nan;
Operations are presently underway ${choice: 0}[in Batallia Downs/in Batallia Downs/in the Eldieme Necropolis/in the Eldieme Necropolis/in Rolanberry Fields/in Rolanberry Fields/in the Crawlers' Nest/in the Crawlers' Nest/in Sauromugue Champaign/in Sauromugue Champaign/in the Garlaige Citadel/in the Garlaige Citadel/on Qufim Island/in Delkfutt's Tower/in Behemoth's Dominion]. While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
Operations are presently underway ${choice: 0}[in Batallia Downs/in Batallia Downs/in the Eldieme Necropolis/in the Eldieme Necropolis]. While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
Operations are presently underway ${choice: 0}[in Rolanberry Fields/in Rolanberry Fields/in the Crawlers' Nest/in the Crawlers' Nest]. While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
Operations are presently underway ${choice: 0}[in Sauromugue Champaign/in Sauromugue Champaign/in the Garlaige Citadel/in the Garlaige Citadel]. While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
Operations are presently underway at Qufim Island, Delkfutt's Tower, and Behemoth's Dominion.${prompt};nan;
While planar rifts have been reported in other areas, we've yet to discover how to engage Voidwalkers there.${prompt};nan;
At this time, we request your participation in the operation ${choice: 0}[in Batallia Downs/in Batallia Downs/in the Eldieme Necropolis/in the Eldieme Necropolis/in Rolanberry Fields/in Rolanberry Fields/in the Crawlers' Nest/in the Crawlers' Nest/in Sauromugue Champaign/in Sauromugue Champaign/in the Garlaige Citadel/in the Garlaige Citadel/on Qufim Island/in Delkfutt's Tower/in Behemoth's Dominion].${prompt};nan;
At this time, we request your participation in the operation ${choice: 0}[in Batallia Downs/in Batallia Downs/in the Eldieme Necropolis/in the Eldieme Necropolis].${prompt};nan;
