What brings you here? Well, ${article} ${item-article: 0[2]}, of all things...;Qu'est-ce qui vous amène ici ? Eh bien,${article}${item-article: 0[2]}, de toutes choses...
${number: 2} ${choice-plurality: 2}[Dark Aspic/Dark Aspic].${prompt};${number: 2}${choice-plurality: 2}[Aspic sombre/Aspic sombre].${prompt}
${number: 1} ${choice-plurality: 1}[Eight of Batons/Eight of Batons].;${number: 1}${choice-plurality: 1}[Huit de Bâtons/Huit de Bâtons].
Dynamis - ${choice: 0}[Dummy/Dummy/Dummy/Dummy/Dummy/Dummy/Dummy/Qufim/Qufim/Buburimu/Buburimu].;Dynamis -${choice: 0}[Fake/Fake/Fake/Fake/Fake/Fake/Fake/Qufim/Qufim/Buburimu/Buburimu].
${number: 5}/${number: 1} ${choice-plurality: 5}[Steelshell/Steelshells].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Coquille d'acier/Coquilles d'acier].${prompt}
${number: 3} ${choice-plurality: 3}[Nine of Coins/Nine of Coins].${prompt};${number: 3}${choice-plurality: 3}[Neuf de Deniers/Neuf de Deniers].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Rock Lizard/Rock Lizards].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Lézard des rochers/Lézards des rochers].${prompt}
${number: 2} ${choice-plurality: 2}[Wraith/Wraiths].${prompt};${number: 2}${choice-plurality: 2}[Spectre/Spectres].${prompt}
${number: 1} ${choice-plurality: 1}[Pygmaioi/Pygmaiois].${prompt};${number: 1}${choice-plurality: 1}[Pygmaioi/Pygmaiois].${prompt}
${number: 1} ${choice-plurality: 1}[Nest Beetle/Nest Beetles].${prompt};${number: 1}${choice-plurality: 1}[Coléoptère du nid/Coléoptères du nid].${prompt}
${number: 0} ${choice-plurality: 0}[Antican Decurio/Antican Decuriones].;${number: 0}${choice-plurality: 0}[Antican Decurio/Antican Decuriones].
${number: 1} ${choice-plurality: 1}[Demonic Pugil/Demonic Pugils].${prompt};${number: 1}${choice-plurality: 1}[Pugil démoniaque/Pugils démoniaques].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Accursed Sorcerer/Accursed Sorcerers].;${number: 4}${number: 0}${choice-plurality: 4}[Sorcier maudit/Sorciers maudits].
${number: 0} ${choice-plurality: 0}[Ironshell/Ironshells].;${number: 0}${choice-plurality: 0}[Coquille de fer/Coquilles de fer].
${number: 1} ${choice-plurality: 1}[Seeker Bats/Seeker Bats].${prompt};${number: 1}${choice-plurality: 1}[Chauves-souris chercheuses/Chauves-souris chercheuses].${prompt}
${number: 1} ${choice-plurality: 1}[Bandersnatch/Bandersnatches].${prompt};${number: 1}${choice-plurality: 1}[Bandersnatch/Bandersnatches].${prompt}
${number: 1} ${choice-plurality: 1}[Labyrinth Scorpion/Labyrinth Scorpions].${prompt};${number: 1}${choice-plurality: 1}[Scorpion du Labyrinthe/Scorpions du Labyrinthe].${prompt}
${number: 0} ${choice-plurality: 0}[Battle Bat/Battle Bats].;${number: 0}${choice-plurality: 0}[Chauve-souris de combat/Chauves-souris de combat].
${number: 1} ${choice-plurality: 1}[Goobbue Gardener/Goobbue Gardeners].${prompt};${number: 1}${choice-plurality: 1}[Goobbue Gardener/Goobbue Gardeners].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Nekros Hound/Nekros Hounds].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Chien de Nekros/Chiens de Nekros].${prompt}
Unable to enter the battlefield for “${choice: 1}${choice: 1}[Sugar-coated Directive/Battaru Royale/Project: Shantottofication].”${prompt};Impossible d'entrer sur le champ de bataille pour «${choice: 1}${choice: 1}[Directive enrobée de sucre/Battaru Royale/Projet : Shantottofication].”${prompt}
We will make you beg to die!;Nous vous ferons supplier de mourir !
${number: 4}/${number: 0} ${choice-plurality: 4}[Ghast/Ghasts].;${number: 4}${number: 0}${choice-plurality: 4}[Fantôme/Fantômes].
Dynamis - ${choice: 0}[Dummy/Bastok/San d'Oria/San d'Oria/San d'Oria/San d'Oria/San d'Oria/Dummy/Dummy/Dummy/Dummy].;Dynamis -${choice: 0}[Fucne/Bastok/San d'Oria/San d'Oria/San d'Oria/San d'Oria/San d'Oria/Dummy/Dummy/Dummy/Dummy].
${number: 1} ${choice-plurality: 1}[Temple Opo-opo/Temple Opo-opos].${prompt};${number: 1}${choice-plurality: 1}[Temple Opo-opo/Temple Opo-opos].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Talos/Talos].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Talos/Talos].${prompt}
${number: 1} ${choice-plurality: 1}[Goblin Robber/Goblin Robbers].;${number: 1}${choice-plurality: 1}[Gobelin Voleur/Gobelins Voleurs].
${number: 5}/${number: 1} ${choice-plurality: 5}[Carnivorous Crawler/Carnivorous Crawlers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Rampeur carnivore/Rampeurs carnivores].${prompt}
${number: 0} ${choice-plurality: 0}[Blind Bat/Blind Bats].;${number: 0}${choice-plurality: 0}[Chauve-souris aveugle/Chauves-souris aveugles].
${number: 2} arcana-type creature${choice-plurality: 2}[/s].${prompt};${number: 2}créature de type arcane${choice-plurality: 2}[/s].${prompt}
Hello there.;Bonjour.
${number: 5}/${number: 1} ${choice-plurality: 5}[Eight of Batons/Eight of Batons].;${number: 5}${number: 1}${choice-plurality: 5}[Huit de Bâtons/Huit de Bâtons].
${number: 0} ${choice-plurality: 0}[Goblin Conjurer/Goblin Conjurers].;${number: 0}${choice-plurality: 0}[Conjurateur gobelin/Conjureurs gobelins].
${number: 4}/${number: 0} member${choice-plurality: 4}[/s] of the worm family.;${number: 4}${number: 0}membre${choice-plurality: 4}[/s] de la famille des vers.
By defeating certain enemies, a group can extend the amount of time they are allowed in Dynamis - ${choice: 0}[Dummy/San d'Oria/Bastok/Windurst/Jeuno/Beaucedine/Xarcabard/Valkurm/Buburimu/Qufim/Tavnazia]. Any time extensions will be reflected in the ${item-singular: 7[2]}'s help text.${prompt};En vainquant certains ennemis, un groupe peut prolonger la durée pendant laquelle il est autorisé à rester dans Dynamis -${choice: 0}[Dummy/San d'Oria/Bastok/Windurst/Jeuno/Beaucedine/Xarcabard/Valkurm/Buburimu/Qufim/Tavnazia]. Toutes les prolongations de temps seront reflétées dans le${item-singular: 7[2]}Texte d'aide de.${prompt}
${number: 2} member${choice-plurality: 2}[/s] of the skeleton family.${prompt};${number: 2}membre${choice-plurality: 2}[/s] de la famille des squelettes.${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Undead Bats/Undead Bats].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Chauves-souris mortes-vivantes/Chauves-souris mortes-vivantes].${prompt}
${number: 0} ${choice-plurality: 0}[Blade Bat/Blade Bats].;${number: 0}${choice-plurality: 0}[Blade Bat/Blade Bats].
${number: 5}/${number: 1} ${choice-plurality: 5}[Moss Eater/Moss Eaters].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Mangeur de mousse/Mangeurs de mousse].${prompt}
${number: 1} ${choice-plurality: 1}[Tulwar Scorpion/Tulwar Scorpions].${prompt};${number: 1}${choice-plurality: 1}[Scorpion de Tulwar/Scorpions de Tulwar].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Ornery Sheep/Ornery Sheep].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Mouton méchant/Mouton méchant].${prompt}
Naturally, to synthesize ${article} ${item-article: 0[2]}, you'll be needing one of those, too.${prompt};Naturellement, pour synthétiser${article}${item-article: 0[2]}, vous en aurez besoin d'un aussi.${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Mindgazer/Mindgazers].;${number: 4}${number: 0}${choice-plurality: 4}[Mindgazer/Mindgazers].
${number: 5}/${number: 1} member${choice-plurality: 5}[/s] of the Gigas family.${prompt};${number: 5}${number: 1}membre${choice-plurality: 5}[/s] de la famille Gigas.${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Huge Wasp/Huge Wasps].;${number: 4}${number: 0}${choice-plurality: 4}[Énorme guêpe/Énormes guêpes].
${number: 4}/${number: 0} ${choice-plurality: 4}[Viseclaw/Viseclaws].;${number: 4}${number: 0}${choice-plurality: 4}[Griffe-vis/Griffes-vis].
${number: 5}/${number: 1} ${choice-plurality: 5}[Poroggo Excavator/Poroggo Excavators].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Excavateur Poroggo/Excavateurs Poroggo].${prompt}
${number: 6}/${number: 2} ${choice-plurality: 6}[Four of Swords/Four of Swords].;${number: 6}${number: 2}${choice-plurality: 6}[Quatre d'épées/Quatre d'épées].
${number: 5}/${number: 1} ${choice-plurality: 5}[Vespo/Vespos].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Vespo/Vespos].${prompt}
We shall set your pants alight!${prompt};Nous allons mettre le feu à vos pantalons !${prompt}
${number: 0} ${choice-plurality: 0}[Prim Pika/Prim Pikas].;${number: 0}${choice-plurality: 0}[Prim Pika/Prim Pikas].
${number: 4}/${number: 0} ${choice-plurality: 4}[Demonic Pugil/Demonic Pugils].;${number: 4}${number: 0}${choice-plurality: 4}[Pugil démoniaque/Pugils démoniaques].
${number: 5}/${number: 1} ${choice-plurality: 5}[Fuligo/Fuligos].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Fuligo/Fuligos].${prompt}
${number: 0} ${choice-plurality: 0}[Infernal Weapon/Infernal Weapons].;${number: 0}${choice-plurality: 0}[Arme infernale/Armes infernales].
${number: 6}/${number: 2} ${choice-plurality: 6}[Five of Swords/Five of Swords].;${number: 6}${number: 2}${choice-plurality: 6}[Cinq d'épées/Cinq d'épées].
${number: 1} ${choice-plurality: 1}[Droma/Dromas].${prompt};${number: 1}${choice-plurality: 1}[Droma/Droma].${prompt}
Unable to enter the battlefield for “Project: Shantottofication.”${prompt};Impossible d'entrer sur le champ de bataille pour « Projet : Shantottofication ».${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Erlik/Erliks].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Erlik/Erliks].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Ivory Lizard/Ivory Lizards].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Lézard ivoire/Lézards ivoire].${prompt}
${number: 1} ${choice-plurality: 1}[Natty Gibbon/Natty Gibbons].${prompt};${number: 1}${choice-plurality: 1}[Natty Gibbon/Natty Gibbons].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Burrower Worm/Burrower Worms].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Ver fouisseur/Vers fouisseurs].${prompt}
${number: 0} member${choice-plurality: 0}[/s] of the skeleton family.;${number: 0}membre${choice-plurality: 0}[/s] de la famille des squelettes.
${number: 4}/${number: 0} ${choice-plurality: 4}[Eotyrannus/Eotyranni].;${number: 4}${number: 0}${choice-plurality: 4}[Éotyrannus/Éotyranni].
${number: 4}/${number: 0} ${choice-plurality: 4}[Hellbound Warlock/Hellbound Warlocks].;${number: 4}${number: 0}${choice-plurality: 4}[Démoniste infernal/Démonistes infernaux].
${number: 5}/${number: 1} ${choice-plurality: 5}[Bull Dhalmel/Bull Dhalmels].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Taureau Dhalmel/Taureau Dhalmels].${prompt}
A truly menacing image of the ${entity: 0}!;Une image vraiment menaçante de la${entity: 0}
${number: 4}/${number: 0} ${choice-plurality: 4}[Coeurl/Coeurls].;${number: 4}${number: 0}${choice-plurality: 4}[Coeurl/Coeurls].
${number: 4}/${number: 0} ${choice-plurality: 4}[Balayang/Balayangs].;${number: 4}${number: 0}${choice-plurality: 4}[Balayang/Balayangs].
${number: 5}/${number: 1} ${choice-plurality: 5}[Bleeder Leech/Bleeder Leeches].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Sangsues saignantes/Sangsues saignantes].${prompt}
Such a container can be synthesized if you have two ${item-plural: 0[2]} and ${article} ${item-article: 1[2]}.;Un tel conteneur peut être synthétisé si vous en avez deux${item-plural: 0[2]}et${article}${item-article: 1[2]}
${number: 4}/${number: 0} ${choice-plurality: 4}[Sauromugue Skink/Sauromugue Skinks].;${number: 4}${number: 0}${choice-plurality: 4}[Scinque Sauromugue/Scinques Sauromugue].
${number: 4}/${number: 0} ${choice-plurality: 4}[Thorn Bat/Thorn Bats].;${number: 4}${number: 0}${choice-plurality: 4}[Chauve-souris épineuse/Chauves-souris épineuse].
${number: 4}/${number: 0} ${choice-plurality: 4}[Goliath Beetle/Goliath Beetles].;${number: 4}${number: 0}${choice-plurality: 4}[Scarabée Goliath/Scarabées Goliath].
${number: 6}/${number: 2} ${choice-plurality: 6}[Nine of Swords/Nine of Swords].;${number: 6}${number: 2}${choice-plurality: 6}[Neuf d'épées/Neuf d'épées].
${number: 5}/${number: 1} ${choice-plurality: 5}[Knight Crawler/Knight Crawlers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Chevalier rampant/Chevaliers rampants].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Velociraptor/Velociraptors].;${number: 4}${number: 0}${choice-plurality: 4}[Vélociraptor/Vélociraptors].
${number: 1} ${choice-plurality: 1}[Wespe/Wespes].;${number: 1}${choice-plurality: 1}[Wespe/Wespes].
${number: 1} ${choice-plurality: 1}[Four of Batons/Four of Batons].;${number: 1}${choice-plurality: 1}[Quatre de Bâtons/Quatre de Bâtons].
${number: 5}/${number: 1} member${choice-plurality: 5}[/s] of the funguar family.${prompt};${number: 5}${number: 1}membre${choice-plurality: 5}[/s] de la famille des funguars.${prompt}
${number: 6}/${number: 2} ${choice-plurality: 6}[Goblin Bushwhacker/Goblin Bushwhackers].${prompt};${number: 6}${number: 2}${choice-plurality: 6}[Goblin Bushwhacker/Goblin Bushwhackers].${prompt}
${number: 4}/${number: 0} member${choice-plurality: 4}[/s] of the evil weapon family.;${number: 4}${number: 0}membre${choice-plurality: 4}[/s] de la famille des armes maléfiques.
I can provide you with both for a nominal fee of 800 gil.${prompt};Je peux vous fournir les deux pour un prix modique de 800 gils.${prompt}
${number: 1} ${choice-plurality: 1}[Master Coeurl/Master Coeurls].${prompt};${number: 1}${choice-plurality: 1}[Maître Coeurl/Maîtres Coeurls].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Ossuary Worm/Ossuary Worms].;${number: 4}${number: 0}${choice-plurality: 4}[Ver ossuaire/Vers ossuaire].
${number: 4}/${number: 0} ${choice-plurality: 4}[Fetor Bats/Fetor Bats].;${number: 4}${number: 0}${choice-plurality: 4}[Chauves-souris fétoriques/Chauves-souris fétoriques].
${number: 5}/${number: 1} ${choice-plurality: 5}[Crane Fly/Crane Flies].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Tipule/Tipules].${prompt}
${number: 1} ${choice-plurality: 1}[Blood Soul/Blood Souls].${prompt};${number: 1}${choice-plurality: 1}[Âme de sang/Âmes de sang].${prompt}
${number: 2} ${choice-plurality: 2}[Goobbue/Goobbues].${prompt};${number: 2}${choice-plurality: 2}[Goobbue/Goobbues].${prompt}
${number: 0} ${choice-plurality: 0}[Goliath Beetle/Goliath Beetles].;${number: 0}${choice-plurality: 0}[Scarabée Goliath/Scarabées Goliath].
${number: 1} member${choice-plurality: 1}[/s] of the Gigas family.${prompt};${number: 1}membre${choice-plurality: 1}[/s] de la famille Gigas.${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Bullbeggar/Bullbeggars].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Bullbeggar/Bullbeggars].${prompt}
${number: 0} ${choice-plurality: 0}[Goblin Hoodoo/Goblin Hoodoos].;${number: 0}${choice-plurality: 0}[Gobelin Hoodoo/Gobelins Hoodoos].
${number: 4}/${number: 0} ${choice-plurality: 4}[Seeker Bats/Seeker Bats].;${number: 4}${number: 0}${choice-plurality: 4}[Chauves-souris chercheuses/Chauves-souris chercheuses].
${number: 5}/${number: 1} ${choice-plurality: 5}[Mighty Rarab/Mighty Rarabs].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Puissant Rarab/Puissants Rarabs].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Canyon Crawler/Canyon Crawlers].;${number: 4}${number: 0}${choice-plurality: 4}[Canyon Crawler/Canyon Crawlers].
${number: 0} ${choice-plurality: 0}[Death Jacket/Death Jackets].;${number: 0}${choice-plurality: 0}[Veste de la mort/Vestes de la mort].
${number: 0} ${choice-plurality: 0}[Starborer/Starborers].;${number: 0}${choice-plurality: 0}[Starborer/Starborers].
${number: 2} ${choice-plurality: 2}[Water Elemental/Water Elementals].${prompt};${number: 2}${choice-plurality: 2}[Élémentaire d'eau/Élémentaires d'eau].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Ogrefly/Ogreflies].;${number: 4}${number: 0}${choice-plurality: 4}[Ogrefly/Ogreflies].
You... Yes, the description fits.;Toi... Oui, la description correspond.
${number: 1} ${choice-plurality: 1}[Hover Tank/Hover Tanks].${prompt};${number: 1}${choice-plurality: 1}[Réservoir aéroglisseur/Réservoirs aéroglisseurs].${prompt}
${number: 0} ${choice-plurality: 0}[Funnel Bats/Funnel Bats].;${number: 0}${choice-plurality: 0}[Chauves-souris en entonnoir/Chauves-souris en entonnoir].
${number: 0} ${choice-plurality: 0}[Goblin Ambusher/Goblin Ambushers].;${number: 0}${choice-plurality: 0}[Gobelin embusqué/Gobelins embusqués].
Using the ${item-singular: 7[2]} creates a copy. By handing these copies out to other characters, it is possible to enter Dynamis - ${choice: 0}[Dummy/San d'Oria/Bastok/Windurst/Jeuno/Beaucedine/Xarcabard/Valkurm/Buburimu/Qufim/Tavnazia] in large groups.${prompt};En utilisant le${item-singular: 7[2]}crée une copie. En distribuant ces copies à d'autres personnages, il est possible d'entrer dans Dynamis -${choice: 0}[Dummy/San d'Oria/Bastok/Windurst/Jeuno/Beaucedine/Xarcabard/Valkurm/Buburimu/Qufim/Tavnazia] en grands groupes.${prompt}
${number: 0} ${choice-plurality: 0}[Poison Leech/Poison Leeches].;${number: 0}${choice-plurality: 0}[Sangsues empoisonnées/Sangsues empoisonnées].
${number: 0} ${choice-plurality: 0}[Jotunn Gatekeeper/Jotunn Gatekeepers].;${number: 0}${choice-plurality: 0}[Gardien de la porte Jotunn/Gardiens de la porte Jotunn].
${number: 0} ${choice-plurality: 0}[Death Wasp/Death Wasps].;${number: 0}${choice-plurality: 0}[Guêpe de la mort/Guêpes de la mort].
I fear we haven't ${item-plural: 0[2]} here. But it should please you to know that skeletons dwelling within the Gusgen Mines are known to drop one on occasion.${prompt};Je crains que nous ne l'ayons pas fait${item-plural: 0[2]}ici. Mais vous devriez être heureux de savoir que les squelettes qui vivent dans les mines de Gusgen sont connus pour en laisser tomber un de temps en temps.${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Goobbue Gardener/Goobbue Gardeners].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Goobbue Gardener/Goobbue Gardeners].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Velociraptor/Velociraptors].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Vélociraptor/Vélociraptors].${prompt}
${number: 0} ${choice-plurality: 0}[Ghoul/Ghouls].;${number: 0}${choice-plurality: 0}[Goule/Goules].
${number: 1} ${choice-plurality: 1}[Bleeder Leech/Bleeder Leeches].${prompt};${number: 1}${choice-plurality: 1}[Sangsues saignantes/Sangsues saignantes].${prompt}
This outcome, we did not foresee...${prompt};Ce résultat, nous ne l'avions pas prévu...${prompt}
${number: 0} ${choice-plurality: 0}[Sand Cockatrice/Sand Cockatrices].;${number: 0}${choice-plurality: 0}[Cocatrix des sables/Cocatrix des sables].
${number: 4}/${number: 0} ${choice-plurality: 4}[Thread Leech/Thread Leeches].;${number: 4}${number: 0}${choice-plurality: 4}[Sangsues de fil/Sangsues de fil].
${number: 5}/${number: 1} ${choice-plurality: 5}[Huge Wasp/Huge Wasps].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Énorme guêpe/Énormes guêpes].${prompt}
A fitting end for a talentless crew;Une fin digne d'un équipage sans talent
The number of party members has increased since your application. You must have a party of ${number: 0} or fewer player${choice-plurality: 0}[/s].${prompt};Le nombre de membres du groupe a augmenté depuis votre candidature. Vous devez avoir un groupe de${number: 0}ou moins de joueur${choice-plurality: 0}[/s].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Sulfur Scorpion/Sulfur Scorpions].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Scorpion de soufre/Scorpions de soufre].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Sabotender Sediendo/Sabotender Sediendos].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Sabotender Sediendo/Sabotender Sediendos].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Raptor/Raptors].;${number: 4}${number: 0}${choice-plurality: 4}[Raptor/Raptors].
${number: 4}/${number: 0} ${choice-plurality: 4}[Death Cap/Death Caps].;${number: 4}${number: 0}${choice-plurality: 4}[Coiffe mandala/Coiffes mandala].
${number: 5}/${number: 1} ${choice-plurality: 5}[Hovering Oculus/Hovering Oculi].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Oculus flottant/Oculi flottant].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Poison Leech/Poison Leeches].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Sangsues empoisonnées/Sangsues empoisonnées].${prompt}
${number: 1} ${choice-plurality: 1}[Crane Fly/Crane Flies].${prompt};${number: 1}${choice-plurality: 1}[Tipule/Tipules].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Sodden Bones/Sodden Bones].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Os trempés/Os trempés].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Ogre Bat/Ogre Bats].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Chauve-souris ogre/Chauves-souris ogres].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Kaboom/Kabooms].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Kaboom/Kabooms].${prompt}
${number: 1} ${choice-plurality: 1}[Hati/Hati].${prompt};${number: 1}${choice-plurality: 1}[Haïti/Hati].${prompt}
${number: 0} ${choice-plurality: 0}[Blackwater Pugil/Blackwater Pugils].;${number: 0}${choice-plurality: 0}[Pugil d'eau noire/Pugils d'eau noire].
This area is fully occupied. You are unable to enter.;Cette zone est entièrement occupée. Vous ne pouvez pas y entrer.
STEP:${number: 0};ÉTAPE:${number: 0}
${number: 4}/${number: 0} ${choice-plurality: 4}[Stone Eater/Stone Eaters].;${number: 4}${number: 0}${choice-plurality: 4}[Mangeur de pierres/Mangeurs de pierres].
that your abilities are purely for show.;que vos capacités sont purement pour le spectacle.
More time must elapse before you can enter the battlefield for “Project: Shantottofication.”${prompt};Il faudra attendre encore un peu avant de pouvoir entrer sur le champ de bataille pour le « Projet : Shantottofication ».${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[King Crawler/King Crawlers].;${number: 4}${number: 0}${choice-plurality: 4}[Roi Crawler/Roi Crawlers].
${number: 4}/${number: 0} ${choice-plurality: 4}[Goobbue Parasite/Goobbue Parasites].;${number: 4}${number: 0}${choice-plurality: 4}[Parasite Goobbue/Parasites Goobbue].
${number: 1} ${choice-plurality: 1}[Warden Beetle/Warden Beetles].${prompt};${number: 1}${choice-plurality: 1}[Scarabée gardien/Scarabées gardiens].${prompt}
${number: 2} ${choice-plurality: 2}[Five of Swords/Five of Swords].;${number: 2}${choice-plurality: 2}[Cinq d'épées/Cinq d'épées].
${number: 4}/${number: 0} ${choice-plurality: 4}[Funnel Bats/Funnel Bats].;${number: 4}${number: 0}${choice-plurality: 4}[Chauves-souris en entonnoir/Chauves-souris en entonnoir].
${number: 0} ${choice-plurality: 0}[Underworld Bats/Underworld Bats].;${number: 0}${choice-plurality: 0}[Chauves-souris des enfers/Chauves-souris des enfers].
${number: 0} ${choice-plurality: 0}[Hell Bat/Hell Bats].;${number: 0}${choice-plurality: 0}[Chauve-souris de l'enfer/Chauves-souris de l'enfer].
${number: 1} ${choice-plurality: 1}[Rock Lizard/Rock Lizards].${prompt};${number: 1}${choice-plurality: 1}[Lézard des rochers/Lézards des rochers].${prompt}
${number: 1} ${choice-plurality: 1}[Snaggletooth Peapuk/Snaggletooth Peapuks].;${number: 1}${choice-plurality: 1}[Peapuk à dents de scie/Peapuks à dents de scie].
${number: 7}/${number: 3} ${choice-plurality: 7}[Seven of Coins/Seven of Coins].${prompt};${number: 7}${number: 3}${choice-plurality: 7}[Sept de Deniers/Sept de Deniers].${prompt}
${number: 1} ${choice-plurality: 1}[Screamer/Screamers].${prompt};${number: 1}${choice-plurality: 1}[Crieur/Crieurs].${prompt}
${number: 1} ${choice-plurality: 1}[Ogre Bat/Ogre Bats].${prompt};${number: 1}${choice-plurality: 1}[Chauve-souris ogre/Chauves-souris ogres].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Targe Beetle/Targe Beetles].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Scarabée Targe/Scarabées Targe].${prompt}
You are not in possession of a Tablet of Hexes.;Vous n'êtes pas en possession d'une Tablette de Maléfices.
${number: 5}/${number: 1} ${choice-plurality: 5}[Screamer/Screamers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Crieur/Crieurs].${prompt}
${number: 6}/${number: 2} ${choice-plurality: 6}[Goblin Gambler/Goblin Gamblers].${prompt};${number: 6}${number: 2}${choice-plurality: 6}[Joueur gobelin/Joueurs gobelins].${prompt}
${number: 0} ${choice-plurality: 0}[Desert Dhalmel/Desert Dhalmels].;${number: 0}${choice-plurality: 0}[Dhalmel du désert/Dhalmels du désert].
${number: 1} ${choice-plurality: 1}[Greater Manticore/Greater Manticores].${prompt};${number: 1}${choice-plurality: 1}[Grande Manticore/Grande Manticore].${prompt}
${number: 1} ${choice-plurality: 1}[Soot Crab/Soot Crabs].${prompt};${number: 1}${choice-plurality: 1}[Crabe de suie/Crabes de suie].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Werebat/Werebats].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Chauve-souris-garou/Chauves-souris-garous].${prompt}
${number: 1} ${choice-plurality: 1}[Hill Lizard/Hill Lizards].${prompt};${number: 1}${choice-plurality: 1}[Lézard des collines/Lézards des collines].${prompt}
Speak with me again after you've reorganized your belongings.${prompt};Reparlez-moi après avoir réorganisé vos affaires.${prompt}
${number: 0} ${choice-plurality: 0}[Cockatrice/Cockatrices].;${number: 0}${choice-plurality: 0}[Cocatrix/Cocatrixs].
${number: 4}/${number: 0} ${choice-plurality: 4}[Carnivorous Crawler/Carnivorous Crawlers].;${number: 4}${number: 0}${choice-plurality: 4}[Rampeurs carnivores/Rampeurs carnivores].
${number: 1} ${choice-plurality: 1}[Explosure/Explosures].${prompt};${number: 1}${choice-plurality: 1}[Explosion/Explosions].${prompt}
Designate a value between ${number: 0} and ${number: 1}.;Désigner une valeur entre${number: 0}et${number: 1}
${number: 0} ${choice-plurality: 0}[Spartoi Warrior/Spartoi Warriors].;${number: 0}${choice-plurality: 0}[Guerrier Spartoï/Guerriers Spartoï].
${number: 0} ${choice-plurality: 0}[Colliery Bat/Colliery Bats].;${number: 0}${choice-plurality: 0}[Chauve-souris des mines/Chauves-souris des mines].
And if my memory serves me true, ${article} ${item-article: 2[2]} serves as the bonding agentaru.${prompt};Et si ma mémoire est bonne,${article}${item-article: 2[2]}sert d'agent de liaisonaru.${prompt}
${number: 1} ${choice-plurality: 1}[Crypterpillar/Crypterpillars].${prompt};${number: 1}${choice-plurality: 1}[Crypterpillar/Crypterpillars].${prompt}
