With your dagger skills, you'll make a perfect wielder for the ${item-singular: 0[2]}.${prompt};
Travel far down the path of the ninja.${prompt};
Me, cut, flesh. Break, bone. Drink, blood.;
Which means you are the one to inherit the axe.${prompt};
How do I know this is not some ${choice: 1}[San d'Orian/Bastokan/Windurstian] trick?${prompt};
Ah, now I see.;
You have yet to attain perfection.;
You. You are to be my successor?${prompt};
Master, me, hunger.;
It is yours...;
It is a pity, indeed.${prompt};
To be completely truthful, I am heartbroken to be giving up the ${item-singular: 0[2]}, the most famous of instruments, even to a fellow bard.${prompt};
Later today, a group of high-ranking officials from Strategic Command will be arriving here at the outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] to prepare for Bastok's next campaign against the beastmen.${prompt};
The wheel has turned.${prompt};
Let us continue your training...${prompt};
Is this reason to celebrate, or despair...?${prompt};
You do seem to have a fair eye for marksmanship. And ${item-singular: 0[2]} would look perfect nestled in the crook of your arm...${prompt};
${lettercase: 1}${keyitem-singular: 23[2]}(${number: 31}).;
What has happened to me?${prompt};
Ah, you found me!${prompt};
${lettercase: 1}${article} ${item-article: 7[2]}.${prompt};
Master, me, hunger...${prompt};
You have found me.${prompt};
A moment...${prompt};
I take my leave of you now.;
Field recipe: Hard Cookie (${number: 17}).;
I sought to master the way of the samurai, and traveled to the Far East for training. By the time I had gained the ${item-singular: 0[2]} and returned to my home, the Great War had begun.${prompt};
You are the new wielder of this weapon?${prompt};
Of course. How could I forget.;
At last we meet.${prompt};
I am to be released to this world for the first time in an age.;
In a matter of moments, members of the Royal Guards will be arriving here in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] to prepare us for our next campaign against the beastmen.${prompt};
Have I finally returned?${prompt};
It has been a hard path to reach this point.${prompt};
Wait...${prompt};
The ${item-singular: 0[2]} have long accompanied me, along both rough and gentle paths. It is not easy to give them up, but...here.${prompt};
Hmmm, perhaps I have misjudged you.;
Which one? (You have ${number: 8} ${choice-plurality: 8}[tab/tabs]).;
In any event...${prompt};
You must now gain the sanction of my master...${prompt};
You have my gratitude.;
I was not convinced you were serious about completing this trial...${prompt};
Ah, but that is past now. I bid you farewell....${prompt};
This day has finally come.${prompt};
A surprise attack by the beastmen!?;
My might is yours to wield.${prompt};
I am Ghebben. I was entrusted with this bow by a warrior of the Far East.${prompt};
I... Nobody can see me.;
But I must ask you to wait before taking me into your possession...${prompt};
Is it possible that I...${prompt};
In my current state, ${item-singular: 0[2]} is nothing more than an ornament, its power going to waste.${prompt};
This is merely a reflection of reality.;
I have just received word that a group of ambassadors from the Federation of Windurst is en route to this outpost here in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] to observe what measures Bastok has undertaken to maintain stability in the regions under Republican control.${prompt};
I will be watching you from the shadows...${prompt};
You must be this one's new owner.${prompt};
It is most difficult to give up a weapon that has seen me through so many tight spots, but you have earned it.${prompt};
${item-singular: 0[2]} will fit snugly into your sure grasp.${prompt};
Our nation suffered an enormous loss today. We must begin reinforcing our defenses immediately!${prompt};
Who are you?${prompt};
Hmmm... Later today, a small group of Wize Wizards will be arriving to observe our daily work here at the outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands].${prompt};
Field recipe: Instant Noodles (${number: 18}).;
However, within their ranks are future scientists and craftsmen. Their deaths would be a great loss for the future of our nation.${prompt};
DEBUG：Distance: ${number: 2}mm;
Our tour of the world has only just begun...${prompt};
${lettercase: 1}${keyitem-singular: 21[2]}(${number: 29}).;
I say that we give them something to remember!;
This exam is to help us judge the candidates' skill in battle and help us separate those with talent from those who are bound for deskwork.${prompt};
You certainly seem to have the required skill with the lance. Enough to convince ${item-singular: 0[2]} to lend you its power, at any rate.${prompt};
Hm? What is this?;
These soldiers are the best of the best, and more than likely will not require any assistance in the event of an attack. However, if anything were to happen to them...${prompt};
You've got to help us give these kids a fighting chance!${prompt};
${lettercase: 1}${item-singular: 0[2]}...${number: 8} pts.;
It won't be long before a party of Federation scholars will be arriving here at the outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] to do research on the local wildlife.${prompt};
It will not be long before a caravan of traders in search of new trade routes arrives here at the outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands].${prompt};
Heh. Heh heh.;
Take up ${item-singular: 0[2]}, ${name-player}, and bind it to you in a contract of blood!${prompt};
${lettercase: 1}${keyitem-singular: 22[2]}(${number: 30}).;
Receive alter ego: Sakura. (${number: 19}).;
In a matter of minutes, a group of mariners will be arriving at our outpost here in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] for self-defense training.${prompt};
Where is this place?${prompt};
${name-player}! It's up to you to prove to those bigwigs that we are the ones who maintain the peace in the Federation! Give those beastmen all you've got! (Just don't let the Wize Wizards get hurt...)${prompt};
I am Terounalivet, a military musician of the Hydra Corps.${prompt};
But do not forget how much blood your companions spilled in your search for its unholy strength.${prompt};
A group of Temple Knights is en route to this outpost here in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] to observe our daily work.${prompt};
Go forth and experience the destructive power that laid low the Earth Serpent...${prompt};
You are now the one to draw me in battle.;
I hope you don't think this is the end.${prompt};
A weapon has no will of its own. But it was made for a purpose.${prompt};
You have discovered my resting place.${prompt};
I am free from Dynamis, free to fly through the heavens once more.${prompt};
White magic: Refresh (${number: 12}).;
Sir Ghebben was a truly splendid archer.${prompt};
You have proven me wrong...${prompt};
DEBUG：Direction: ${choice: 1}[East/Southeast/South/Southwest/West/Northwest/North/Northeast];
Shortly, we will be conducting a test for our mercenary candidates here at the outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands].${prompt};
This must be some sort of joke.;
If anything were to happen to the commanders, you and I would both be court-martialed!;
You, master, me.;
Eh? What?${prompt};
${lettercase: 1}${keyitem-singular: 26[2]}(${number: 34}).${prompt};
However, there is little meaning in me keeping it now.;
I congratulate you also...my new master.${prompt};
Ah, my successor has come.${prompt};
I concede that you will make a fitting wielder of the ${item-singular: 0[2]}.${prompt};
Today, our outpost here in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] is blessed with the honor of welcoming an ambassador from the fine Republic of Bastok.${prompt};
I expect you to perform great deeds from this day onwards.;
I expect you to protect the attaché with your very life!${prompt};
Having this spear on the battlefield makes you a match for almost any opponent.${prompt};
You who have gained the strength of so many must be a true hero.${prompt};
${lettercase: 1}${keyitem-singular: 24[2]}(${number: 32}).;
And where shall we go to play them?;
Just when I thought I had finally returned to this world, I find you standing here, ready to snatch my precious staff away.${prompt};
White magic: Protect (${number: 13}).;
You must be the new wielder for these.${prompt};
Before joining the army I was quite the famous bard, mobbed by fans in every town I passed through.${prompt};
And think long and hard on whether or not this power should be used. Do not end up like me...${prompt};
For the sake of thy companions, for justice in this world, wield my power in the name of honor...${prompt};
I have a presence in this world again!;
DEBUG：Number: ${number: 3}${prompt};
It seems you have already found your way to ${item-singular: 0[2]}.${prompt};
What an exhilarating feeling!${prompt};
I have taken many lives to sate its need, and have reached the end of my strength.${prompt};
Truthfully spoken, I am thankful.;
Receive alter ego: Koru-Moru. (${number: 20}).${prompt};
For what purpose will you wield my power?;
I also ask that someday you use ${item-singular: 0[2]} to avenge the Hydra Corps...${prompt};
White magic: Regen (${number: 11}).;
I have been rediscovered at last.${prompt};
When the world lies in chaos, this blade appears before the one meant to wield it.;
Now, my heroic master...${prompt};
You hear a voice from out of nowhere...${prompt};
Take this blade as your own.;
White magic: Reraise (${number: 10}).;
And now...${prompt};
You must rest for another ${number: 0} ${choice-plurality: 0}[minute/minutes].${prompt};
We must provide them with battle experience, but we also must ensure their safety.;
And today, of all days...${prompt};
Go, hunt? Find, prey?;
White magic: Shell (${number: 14}).;
Step back, adventurer!;
If the fiends are conniving a surprise attack, I expect you to do your best in assuring that no disgrace will be brought upon the guards' names, as well as preventing any unnecessary bloodshed.${prompt};
Hello?;
This place is...?${prompt};
You've never heard of me?;
Will you become the ruler of this world? Or perhaps...${prompt};
But after an attack by the beastmen...there won't be any candidates left to grade!;
Hahahahahahaha!${prompt};
It appears that ${number: 0} moogle ${choice-plurality: 0}[tablet has/tablets have] already been found, kupo.${prompt};
My forbidden power is now yours, and I am liberated from my prison.${prompt};
I've got much more important things to worry about now!${prompt};
Let us be on our way.;
Thou hast found me.${prompt};
We must ensure their safety, but we also must be careful not to prevent them from fulfilling their duties.;
Very well, I will pass it on to you.;
What is going on here?${prompt};
You have freed me from my nightmare, and now I can sleep with a tranquil spirit...${prompt};
Hwaah!${prompt};
Hmm. With your polished skills, you will make a fine master for ${item-singular: 0[2]}.${prompt};
I am yours to wield.${prompt};
But your journey in the way of the samurai has just begun.;
We finally meet.${prompt};
Good, work. Me, thank, you.${prompt};
Today, a party of Federation Patriarchs is scheduled to arrive at the outpost here in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] to plan for Windurst's next campaign against the beastmen.${prompt};
When I think on it, my life has been a long road of trials. But to see the arrival of my successor makes me feel that all has not been in vain.${prompt};
Silenced for too long in the prison of Dynamis, I can once again let my brazen call echo through this land!${prompt};
If the attachés were to be injured on this occasion, the damage suffered to our nations' relationship would be irreparable. The Republic is counting on your assistance!${prompt};
One moment...${prompt};
So, what kind of games shall we play?;
Finally! We finally meet face to face!${prompt};
I have been freed from the hell of Dynamis and can regain my true power once again.${prompt};
At long last, you have arrived.${prompt};
You have unearthed me at last.${prompt};
Oh, this place looks familiar...${prompt};
And you? Do you seek the same darkness that I did...;
I have swung this hammer for more than eight hundred years. I never wished to part with it.${prompt};
In a matter of hours, a handful of new squires will be joining our ranks here at the outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands].${prompt};
Who are we going to kill when we get there?;
From this day forth, I belong to you.${prompt};
I have been freed from a world where life and death, reality and illusion are impossible to tell apart.;
Every time ${item-singular: 0[2]} is reborn it gains a new wielder, who ultimately must pass it on to a successor.;
You have but to gain her respect...${prompt};
Oh, why did the military attachés from San d'Oria have to come to our outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands] now?${prompt};
Such a long dream I was having...${prompt};
Ah yes, there is one more thing...${prompt};
She has a capricious soul, but do treat her well. And do not forget that even without a raging battle, you can still play a tune for the simple enjoyment of those around you...${prompt};
I have been freed from my prison and can soak up the sweat and blood of this world once more.${prompt};
The Republic is counting on your assistance!${prompt};
Yes, with your fighting spirit I believe you will be able to master the ${item-singular: 0[2]}.${prompt};
But an instrument only shows its true worth when being played. This horn should be delighted to be passed on to such a talent as yourself.${prompt};
Excellent work! Your efforts helped protect the future of our nation.;
These scientists are more powerful with their pens than their swords...but that won't help them against a beastman attack! You've got to help us protect them!${prompt};
A fine master...${prompt};
By watching your actions from this time onwards, I will decide if you are worthy of the title...${prompt};
I see, you are the sword's new owner?${prompt};
Just be careful with how you handle it.;
Ah, but perhaps this could be a perfect chance to show those pampered sissies that being a true knight comprises more than just chasing about shoplifters and sweeping the chateau gardens.;
In a few moments, a new batch of legionary recruits will be enlisted to the Republican Army and dispatched here to the outpost in ${choice: 2}[Ronfaure/Gustaberg/Sarutabaruta/Zulkheim/Norvallen/Derfland/Kolshushu/Aragoneu/Fauregandi/Valdeaunia/Qufim/Li'Telor/Kuzotz/Vollbow/the Elshimo Lowlands/the Elshimo Uplands].${prompt};
Field recipe: Dried Meat (${number: 15}).;
It was a dream held captive by a shrouded world.;
Your hands tell me that your skill in archery is far from ordinary.;
${number: 1} ${choice-plurality: 1}[minute/minutes] and ${number: 2} ${choice-plurality: 2}[second/seconds] (Earth time)${prompt};
Which would you like?;
${number: 0} ${choice-plurality: 0}[hour/hours] (Vana'diel time);
キャンセル;
No prowesses are active at present.${prompt};
Circumspection (${number: 10}).;
Increased crystal yield.;
Please note, however, that their effects are temporary and will be lost should you venture into a different area.${prompt};
Return to your home point?;
Enhanced attack and ranged attack.;
${color-alt: 141}The requisite time has not yet elapsed since the completion of your last regime.;
"${choice: 0}[Increased treasure casket discovery/Increased combat and magic skill gain/Increased crystal yield/Treasure Hunter bonus/Increased attack speed/Increased HP and MP/Enhanced accuracy and ranged accuracy/Enhanced attack and ranged attack/Enhanced magic accuracy and magic attack/Enhanced ""Cure"" potency/Increased weapon skill damage/""Killer"" effects bonus/Effect X/Effect X/Effect X/Effect X] prowess stands at level ${number: 1}.${prompt}";
Page 6.;
Prowesses are unique enhancement effects, the benefits of which can be unlocked and strengthened through sustained training.${prompt};
Increased attack speed.;
Read about field support.;
Treasure Hunter bonus.;
Page 10.${prompt};
Increased treasure casket discovery.;
Page 9.;
Increased weapon skill damage.;
Ability X.;
Enhanced accuracy and ranged accuracy.;
Read about prowesses.;
Increased combat and magic skill gain.;
Homing Instinct (${number: 11}).;
Enhanced magic acc. and magic atk.;
A grounds tome has been placed here by the Adventurers' Mutual Aid Network (A.M.A.N.). Useful information pertaining to various topics on field operations fills its pages.${prompt};
Review active prowesses.${prompt};
Receive the effects of Invisible and Sneak?;
"Enhanced ""Cure"" potency.";
Page 7.;
Increased HP and MP.;
Page 5.;
Ability X.${prompt};
Active prowess list.;
Page 8.;
Your chocobo seems especially sharp today!${prompt};
(You've hit the jackpot!)${prompt};
Your chocobo refuses to dig any more.;
Your chocobo seems a little fatigued.${prompt};
You cannot retrieve the treasure chest just yet. Try again in a few moments.${prompt};
Kwehhh!?;
Kweh! Kweh! Kwehhh!;
K-KWEHHH!!!;
Logging is possible here if you have ${article} ${item-article: 0[2]}.${prompt};
(The treasure is close!)${prompt};
KWEHHHHHH!!!;
You are unable to log anything.;
Your chocobo seems especially energetic today!${prompt};
Kweh!?${prompt};
(You're right on top of it!)${prompt};
You successfully cut off ${article} ${item-article: 0[2]}!;
Perhaps you should try another day.${prompt};
You cut off ${article} ${item-article: 0[2]}, but your ${item-singular: 7[2]} breaks in the process.;
You cannot open that treasure chest.${prompt};
There is treasure somewhere in the vicinity of this marker...${prompt};
(You've found a treasure chest!)${prompt};
ZONEを一度でも出たことにする;
How about it?;
DEBUG: Left reive no.: ${number: 0}.${prompt};
${choice: 0}[Your survey is a success./You have already surveyed an ergon locus in the area.];
The perils are aptly named, for many pioneers have fallen in attempts to rid the land of them. So many, in fact, that Maester Lhangavo was bereft of a few fur clumps for some time worrying over the issue.${prompt};
Recover: mgk.${choice: 19}[/★];
Preserve: Outer Ra'Kaznar.${choice: 16}[/★];
DEBUG: Recovery result: rnd=${number: 0}/ (train=${number: 1} equip=${number: 2} tool=${number: 3})${prompt};
DEBUG: Change support value.;
Recover: Marjami Ravine.${choice: 9}[/★];
As for your gag, ${choice: 1}[it wasn't with the times/it was right on the mark].${prompt};
The potency of an ergon tincture is highly dependent upon the strength of the ergon locus from which it's extracted, so a thorough investigation must be made into each location if we're to successfully use this trump card we've created.${prompt};
Procure: Woh Gates.${choice: 15}[/★];
Analyze: Foret de Hennetiel.${choice: 6}[/★];
Of all the things to pull, I never thought you'd do that! I had no idea that was coming.${prompt};
No. Democracy is a privilege.${prompt};
Maybe you should see a physician...${prompt};
The time of day and distance from which you surveyed could very well be to blame.${prompt};
Clear: Ra'Kaznar Innert Court.${choice: 17}[/★];
${number: 4} ${choice: 31}[min. ago/hr. ago]: Unclear.;
Deliver: Cirdas Caverns.${choice: 13}[/★];
Gather: Morimar Basalt Fields.${choice: 7}[/★];
Change internal Peacekeepers' Coalition growth value.;
If the ${choice: 7}[/coalition flag/signboard/emblem/second floor/Adoulinian flag/main terrace/bay roof/main chimney] expansion plan succeeds, the staff in charge of ${choice: 7}[Guess That Number (Game)/Boom or Bust (Game)/On The Dot (Game)/Cascade (Game)/Mummers' Medal Prizes/Box of Fortune (Game)/Mummers' Medal Prizes II/Mummers' Medal Prizes III/Three-Card Circus (Game)] will ${choice: 6}[increase in number/expand throughout the continent/provide additional services/be more successful].${prompt};
Research: Woh Gates.${choice: 15}[/★];
Sorry, but can you pick up another one from the manager in charge?${prompt};
${color-alt: 121}You are now eligible to participate in the Wildskeeper Reive.${prompt};
${number: 3} ${choice: 31}[min. ago/hr. ago]: ${number: 13}.${number: 23}%;
One benefit of this system is that you are able to contribute at your own pace. You may save up imprimaturs over a period of time and fill many orders at once, or you may instead use them as they come in.${prompt};
You find ${article} ${item-article: 0[2]}, but your ${item-singular: 1[2]} is destroyed in the process.${prompt};
Gather: Moh Gates.${choice: 12}[/★];
Clear: Marjami Ravine.${choice: 9}[/★];
Recovering lost articles.;
Clear: Foret de Hennetiel.${choice: 6}[/★];
Clear: Rala Waterways.${choice: 3}[/★];
Boost: Marjami Ravine.${choice: 9}[/★];
DEBUG: Debug?;
There is another aspect of the system I have not yet touched on: “coalition referendums.”${prompt};
In addition to the standard compensation, I also hereby present you with this ${item-singular: 0[2]}. A little bird dropped it off, and I feel that it would be best in your capable hands.${prompt};
Please speak with the manager in charge of this assignment to collect your reward.${prompt};
The proper equipment and tools are instrumental in the colonization movement's progress--and the Inventors' Coalition apparently wants to be the one to corner the market.${prompt};
Gathering materials.;
Provide: Sih Gates.${choice: 11}[/★];
Deliver: Kamihr Drifts.${choice: 10}[/★];
What assignments will you ask about?;
Supply delivery.${choice: 1}[/★];
Provide: Eastern Adoulin.${choice: 2}[/★];
Report back to the manager who assigned you this task.${prompt};
Gather: Ra'Kaznar Inner Court.${choice: 17}[/★];
Survey: Foret de Hennetiel.${choice: 6}[/★];
${choice: 0}[Pioneers'/Peacekeepers'/Couriers'/Scouts'/Inventors'/Mummers'] Coalition:;
Analyze: Woh Gates.${choice: 15}[/★];
Change Scouts' Coalition referendum/support value.;
95.;
DEBUG: Colonization Rate: ${number: 0}% (Internal value: ${number: 1}${prompt};
${color-alt: 121}Momentum Bonus: Fast Cast!${prompt};
Deliver: Morimar Basalt Fields.${choice: 7}[/★];
Ergon loc degradation over time: on/off.;
DEBUG:${choice: 0}[Bivouac/Outpost A/Outpost B/Outpost C/Outpost D/Outpost E] building flag: ${choice: 1}[OFF/ON]${prompt};
Survey: Dho Gates.${choice: 14}[/★];
Change Mummers' Coalition referendum/support value.;
Add Pioneers' Coalition coalition assignment completion value.;
700.;
Report on a completed assignment.;
You must head to ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk] and procure specific materials located there.;
DEBUG: Decreased HP increment: ${number: 0}.${prompt};
We are in need of ${choice: 0}[materials with which to set up camp/provisions], so would it be possible for you to undertake a coalition assignment and assist us in ${choice: 0}[building this thing/keeping this place running]?${prompt};
${color-alt: 121}Momentum Bonus: Store TP!${prompt};
Add Couriers' Coalition coalition quest completion support value.;
This makes for a total of ${number: 0} imprimatur${choice-plurality: 0}[/s] currently in your possession.${prompt};
Analyze: Rala Waterways.${choice: 3}[/★];
Research: Outer Ra'Kaznar.${choice: 16}[/★];
It may seem like all we do is spout japes and cavort about, but there is a method to our apparent madness. Soothing the spirits of pioneers has a proven economic benefit, so expect to see Mummer-sponsored events for some time to come.${prompt};
鋭いとげがある蔦だ…。${prompt};
The Mummers' Coalition is constantly searching for its muse in all manner of sources, one being the myriad monsters scattered throughout the jungle. Investigating monsters' behavior may be just the inspiration they need to concoct new dances, gags, and events!${prompt};
${number: 5} ${choice: 31}[min. ago/hr. ago]: ${number: 15}.${number: 25}%;
${choice: 7}[You're off to a swell start!/Congratulations, but you're not out of the woods yet./They've given you their trust. Now it's time to prove they were right to do so!/You're in the position to start making a big difference in Adoulin!/Talent flows unabated from your every pore!/Other pioneers must trample each other seeking your sage advice./One could very well say that the colonization effort revolves around you!/Your exploits will surely be etched in the annals of this continent's history!]${prompt};
Gather: ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk];
Deliver: Western Adoulin.${choice: 1}[/★];
As much as I'd like for you to help us set up frontier bivouac ${choice: 0}[#1/#2/#3/#4/#5], we won't be able to do anything until we've established a base of operations with a frontier station.${prompt};
Analyze: Marjami Ravine.${choice: 9}[/★];
Research: Cirdas Caverns.${choice: 13}[/★];
Support: Yorcia Weald.${choice: 8}[/★];
DEBUG: レベル基準値との差分後のポイント：${number: 0}${prompt};
This coalition is edified as much as possible, and therefore we have no plans to expand.${prompt};
The next batch of imprimaturs will be distributed in ${number: 0} ${choice: 1}[second/minute]${choice-plurality: 0}[/s].${prompt};
Provide: mgk.${choice: 19}[/★];
Research: Ra'Kaznar Inner Court.${choice: 17}[/★];
${number: 9} ${choice: 31}[min. ago/hr. ago]: Unclear.;
Personal fame acquired: ${number: 1} pts.;
${color-alt: 123}You are no longer eligible to participate in the Wildskeeper Reive.${prompt};
DEBUG: ${choice: 0}[Pioneers'/Peacekeepers'/Couriers'/Scouts'/Inventors'/Mummers'] Coalition growth value: ${number: 1}.${prompt};
However, the supplies are quite fragile, so you must avoid waypoints to ensure that they do not break.${prompt};
The light vanishes like it was nothing but a mirage.${prompt};
Add biouvac C coalition assignment completion value.;
Research: Yorcia Weald${choice: 8}[/★];
500.;
Pick your poison. (Attempts left: ${number: 0});
The knowledge our coalition accrues, coupled-woupled with our innate knack for careful archival supervision, makes us indispensable in this era.${prompt};
The great--though often grumpy--Gratzigg is our maester, but despite his sour demeanor, he's the most loyal of anyone in the Twelve Orders. His love for Adoulin has saved it from utter despair more times than I care to remember.${prompt};
Land surveys.${choice: 0}[/★];
The maester who leads our family of settlers is Lhe Lhangavo from the Order of Karieyh. She's possibly the most passionate of any order leader, and certainly one of the most caring. She's always looking out for her subordinates.${prompt};
Analyze: Moh Gates.${choice: 12}[/★];
Survey: Eastern Adoulin.${choice: 2}[/★];
Survey: Western Adoulin.${choice: 1}[/★];
Analyze: ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk];
やめる${prompt};
${color-alt: 121}${choice: 0}[Critical/Double/Conservative/Cherished] ${choice: 1}[chop/quarry/harvest/quarry]!;
I congratulate you on your success and am pleased to hear your report. The coalition has prepared a reward befitting your contributions.${prompt};
Completion of these assignments means providing the Scouts' Coalition--and no others, for they are the only ones to possess the proper facilities--with unique and extraordinary materials from certain territories.${prompt};
${choice: 7}[- Gathering Goods/- Gathering Goods II/- Gathering Equipment/- Gathering Technique Knowledge/- Colonization Support Provisions/- Gathering Goods III/- Gathering Equipment II/- Colonization Support Provisions II/- Gathering Technique Knowledge II]${choice: 6}[/ and our overly cheerful trailblazing attitude...not that the last is really a service./nothing at this time.]${prompt};
Preserve: Dho Gates.${choice: 14}[/★];
995.;
You must bring supplies to the frontier bivouac in ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk].;
Boost: Cirdas Caverns.${choice: 13}[/★];
The assignment will be considered completed if you participate in a successful ${choice: 1}[Colonization Reive/Lair Reive/Wildskeeper Reive].${prompt};
Deliver: Ra'Kaznar Inner Court.${choice: 17}[/★];
ON.;
Change internal biouvac A building value.;
${number: 5} ${choice: 31}[min. ago/hr. ago]: Unclear.;
${color-alt: 123}${name-player}'s bayld has been stored because ${choice-player-gender}[he/she] has been defeated.${prompt};
Biouvac degradation over time: on/off.;
Based on the expansion of the ${choice: 0}[Pioneers'/Peacekeepers'/Couriers'/Scouts'/Inventors'/Mummers'] Coalition, Ionis provides${choice: 1}[.../ no additional benefits.]${prompt};
Rue your life.;
Add biouvac B coalition assignment completion value.;
Clear: mei.${choice: 18}[/★];
Recover: Kamihr Drifts.${choice: 10}[/★];
Your ${item-singular: 0[2]} remains intact!${prompt};
You needn't be overly worried, for the next batch will be distributed in ${number: 0} ${choice: 1}[second/minute]${choice-plurality: 0}[/s].${prompt};
305.;
Gather: Cirdas Caverns.${choice: 13}[/★];
800.;
The Peacekeepers' Coalition has the most self-explanatory name I'm sure you've ever heard. We work towards making Adoulin a safer place.${prompt};
Survey: Cirdas Caverns.${choice: 13}[/★];
${choice: 7}[/- Minor Defense Enhancement/- Minor Magic Defense Bonus/- Minor HP and MP Recovery Enhancement/- Minor Enhancement to Max HP and MP/- Moderate Defense Enhancement/- Moderate Magic Defense Bonus/- Moderate HP and MP Recovery Enhancement/- Moderate Enhancement to Max HP and MP]${choice: 6}[/ in addition to its normal benefits./no additional benefits.]${prompt};
